State,County,Year,AgeGroup_Zero,Population,Total_male,Total_female,male_percentage
MN,Pennington ,2015,0,14237,7110,7127,49.94029641
MN,Pennington ,2016,0,14206,7087,7119,49.88737153
MN,Pennington ,2017,0,14178,7029,7149,49.57680914
MN,Pennington ,2018,0,14173,7017,7156,49.50963099
MN,Pennington ,2019,0,14119,7015,7104,49.68482187
MN,Pine ,2015,0,29045,15512,13533,53.40678258
MN,Pine ,2016,0,28866,15422,13444,53.42617612
MN,Pine ,2017,0,29159,15602,13557,53.50663603
MN,Pine ,2018,0,29468,15840,13628,53.75322384
MN,Pine ,2019,0,29579,15853,13726,53.59545624
MN,Pipestone ,2015,0,9295,4518,4777,48.60677784
MN,Pipestone ,2016,0,9248,4524,4724,48.91868512
MN,Pipestone ,2017,0,9157,4459,4698,48.69498744
MN,Pipestone ,2018,0,9127,4449,4678,48.74548044
MN,Pipestone ,2019,0,9126,4468,4658,48.95901819
MN,Polk ,2015,0,31497,15823,15674,50.23653046
MN,Polk ,2016,0,31698,15930,15768,50.25553663
MN,Polk ,2017,0,31637,15883,15754,50.20387521
MN,Polk ,2018,0,31411,15772,15639,50.21170927
MN,Polk ,2019,0,31364,15790,15574,50.34434383
MN,Pope ,2015,0,10936,5561,5375,50.85040234
MN,Pope ,2016,0,10970,5599,5371,51.03919781
MN,Pope ,2017,0,10988,5617,5371,51.11940299
MN,Pope ,2018,0,11095,5662,5433,51.03199639
MN,Pope ,2019,0,11249,5735,5514,50.98230954
MN,Ramsey ,2015,0,536631,261110,275521,48.65727101
MN,Ramsey ,2016,0,541502,263699,277803,48.69769641
MN,Ramsey ,2017,0,544886,265581,279305,48.74065401
MN,Ramsey ,2018,0,548872,267913,280959,48.81156262
MN,Ramsey ,2019,0,550321,268768,281553,48.83840522
MN,Red Lake ,2015,0,4031,2028,2003,50.31009675
MN,Red Lake ,2016,0,3987,2023,1964,50.73990469
MN,Red Lake ,2017,0,4009,2036,1973,50.7857321
MN,Red Lake ,2018,0,3992,2034,1958,50.95190381
MN,Red Lake ,2019,0,4055,2079,1976,51.27003699
MN,Redwood ,2015,0,15425,7668,7757,49.71150729
MN,Redwood ,2016,0,15216,7584,7632,49.84227129
MN,Redwood ,2017,0,15244,7597,7647,49.83600105
MN,Redwood ,2018,0,15252,7610,7642,49.89509573
MN,Redwood ,2019,0,15170,7573,7597,49.92089651
MN,Renville ,2015,0,14798,7550,7248,51.02040816
MN,Renville ,2016,0,14613,7420,7193,50.77670567
MN,Renville ,2017,0,14693,7463,7230,50.79289458
MN,Renville ,2018,0,14609,7411,7198,50.72900267
MN,Renville ,2019,0,14548,7420,7128,51.00357437
MN,Rice ,2015,0,65323,33365,31958,51.07695605
MN,Rice ,2016,0,65868,33569,32299,50.96404931
MN,Rice ,2017,0,66196,33733,32463,50.95927246
MN,Rice ,2018,0,66566,33951,32615,51.00351531
MN,Rice ,2019,0,66972,34235,32737,51.11837783
MN,Rock ,2015,0,9442,4633,4809,49.06799407
MN,Rock ,2016,0,9392,4638,4754,49.38245315
MN,Rock ,2017,0,9459,4651,4808,49.17010255
MN,Rock ,2018,0,9401,4618,4783,49.12243378
MN,Rock ,2019,0,9315,4610,4705,49.49006978
MN,Roseau ,2015,0,15621,8011,7610,51.28352858
MN,Roseau ,2016,0,15557,8001,7556,51.43022434
MN,Roseau ,2017,0,15305,7869,7436,51.4145704
MN,Roseau ,2018,0,15158,7791,7367,51.3986014
MN,Roseau ,2019,0,15165,7813,7352,51.51994725
MN,St. Louis ,2015,0,200296,100639,99657,50.2451372
MN,St. Louis ,2016,0,199967,100268,99699,50.14227348
MN,St. Louis ,2017,0,199778,100080,99698,50.09560612
MN,St. Louis ,2018,0,199685,100222,99463,50.19004933
MN,St. Louis ,2019,0,199070,99714,99356,50.08991812
MN,Scott ,2015,0,141329,70499,70830,49.88289735
MN,Scott ,2016,0,143309,71438,71871,49.84892784
MN,Scott ,2017,0,145535,72519,73016,49.8292507
MN,Scott ,2018,0,147191,73403,73788,49.86921755
MN,Scott ,2019,0,149013,74199,74814,49.79364217
MN,Sherburne ,2015,0,91415,46820,44595,51.21697752
MN,Sherburne ,2016,0,93228,47837,45391,51.31183765
MN,Sherburne ,2017,0,94476,48469,46007,51.30297642
MN,Sherburne ,2018,0,95957,49152,46805,51.22294361
MN,Sherburne ,2019,0,97238,49861,47377,51.27727843
MN,Sibley ,2015,0,14889,7511,7378,50.44663846
MN,Sibley ,2016,0,14812,7473,7339,50.45233594
MN,Sibley ,2017,0,14899,7501,7398,50.34566078
MN,Sibley ,2018,0,14997,7560,7437,50.41008202
MN,Sibley ,2019,0,14865,7512,7353,50.53481332
MN,Stearns ,2015,0,156003,78564,77439,50.36056999
MN,Stearns ,2016,0,157225,79212,78013,50.38130068
MN,Stearns ,2017,0,158301,79838,78463,50.43429921
MN,Stearns ,2018,0,159656,80491,79165,50.41526783
MN,Stearns ,2019,0,161075,81127,79948,50.36597858
MN,Steele ,2015,0,36599,18147,18452,49.58332195
MN,Steele ,2016,0,36644,18183,18461,49.6206746
MN,Steele ,2017,0,36787,18265,18522,49.65069182
MN,Steele ,2018,0,36738,18281,18457,49.760466
MN,Steele ,2019,0,36649,18252,18397,49.80217741
MN,Stevens ,2015,0,9874,4969,4905,50.32408345
MN,Stevens ,2016,0,9810,4910,4900,50.0509684
MN,Stevens ,2017,0,9706,4857,4849,50.04121162
MN,Stevens ,2018,0,9752,4865,4887,49.88720263
MN,Stevens ,2019,0,9805,4899,4906,49.96430393
MN,Swift ,2015,0,9376,4745,4631,50.60793515
MN,Swift ,2016,0,9442,4758,4684,50.39186613
MN,Swift ,2017,0,9387,4707,4680,50.14381592
MN,Swift ,2018,0,9323,4689,4634,50.29496943
MN,Swift ,2019,0,9266,4660,4606,50.29138787
MN,Todd ,2015,0,24328,12458,11870,51.20848405
MN,Todd ,2016,0,24381,12543,11838,51.44579796
MN,Todd ,2017,0,24526,12613,11913,51.427057
MN,Todd ,2018,0,24570,12671,11899,51.57102157
MN,Todd ,2019,0,24664,12755,11909,51.71505028
MN,Traverse ,2015,0,3373,1694,1679,50.22235399
MN,Traverse ,2016,0,3330,1673,1657,50.24024024
MN,Traverse ,2017,0,3304,1657,1647,50.15133172
MN,Traverse ,2018,0,3291,1660,1631,50.44059556
MN,Traverse ,2019,0,3259,1653,1606,50.72108009
MN,Wabasha ,2015,0,21387,10667,10720,49.87609295
MN,Wabasha ,2016,0,21435,10697,10738,49.90436202
MN,Wabasha ,2017,0,21590,10808,10782,50.06021306
MN,Wabasha ,2018,0,21645,10851,10794,50.13167013
MN,Wabasha ,2019,0,21627,10850,10777,50.16877052
MN,Wadena ,2015,0,13667,6801,6866,49.76220092
MN,Wadena ,2016,0,13550,6718,6832,49.57933579
MN,Wadena ,2017,0,13647,6767,6880,49.58598959
MN,Wadena ,2018,0,13723,6800,6923,49.55184726
MN,Wadena ,2019,0,13682,6785,6897,49.59070311
MN,Waseca ,2015,0,18926,8934,9992,47.20490331
MN,Waseca ,2016,0,18783,8953,9830,47.66544216
MN,Waseca ,2017,0,18713,8975,9738,47.96131032
MN,Waseca ,2018,0,18664,9000,9664,48.22117445
MN,Waseca ,2019,0,18612,9003,9609,48.37201805
MN,Washington ,2015,0,250386,123895,126491,49.48160041
MN,Washington ,2016,0,252502,124762,127740,49.4103017
MN,Washington ,2017,0,255464,126279,129185,49.43123101
MN,Washington ,2018,0,258899,127922,130977,49.41000158
MN,Washington ,2019,0,262440,129680,132760,49.41319921
MN,Watonwan ,2015,0,11018,5461,5557,49.56434925
MN,Watonwan ,2016,0,11002,5449,5553,49.52735866
MN,Watonwan ,2017,0,10934,5409,5525,49.46954454
MN,Watonwan ,2018,0,11007,5447,5560,49.48669029
MN,Watonwan ,2019,0,10897,5387,5510,49.43562448
MN,Wilkin ,2015,0,6357,3251,3106,51.14047507
MN,Wilkin ,2016,0,6323,3250,3073,51.39965206
MN,Wilkin ,2017,0,6322,3269,3053,51.70832015
MN,Wilkin ,2018,0,6244,3233,3011,51.7777066
MN,Wilkin ,2019,0,6207,3230,2977,52.03802159
MN,Winona ,2015,0,50827,25256,25571,49.69012533
MN,Winona ,2016,0,50861,25230,25631,49.60578833
MN,Winona ,2017,0,50718,25156,25562,49.59974762
MN,Winona ,2018,0,50735,25109,25626,49.4904898
MN,Winona ,2019,0,50484,24989,25495,49.49885112
MN,Wright ,2015,0,130973,65945,65028,50.35007215
MN,Wright ,2016,0,132324,66719,65605,50.42093649
MN,Wright ,2017,0,134205,67685,66520,50.43403748
MN,Wright ,2018,0,136313,68855,67458,50.51242361
MN,Wright ,2019,0,138377,69973,68404,50.56692948
MN,Yellow Medicine ,2015,0,9837,4995,4842,50.77767612
MN,Yellow Medicine ,2016,0,9888,4997,4891,50.53600324
MN,Yellow Medicine ,2017,0,9836,4941,4895,50.23383489
MN,Yellow Medicine ,2018,0,9799,4937,4862,50.38269211
MN,Yellow Medicine ,2019,0,9709,4892,4817,50.38623957
MS,Adams ,2015,0,31561,16023,15538,50.76835335
MS,Adams ,2016,0,31569,16043,15526,50.81884127
MS,Adams ,2017,0,31462,16236,15226,51.60511093
MS,Adams ,2018,0,31044,16054,14990,51.71369669
MS,Adams ,2019,0,30693,15946,14747,51.95321409
MS,Alcorn ,2015,0,37276,18265,19011,48.99935615
MS,Alcorn ,2016,0,37246,18194,19052,48.84819846
MS,Alcorn ,2017,0,37165,18199,18966,48.96811516
MS,Alcorn ,2018,0,36810,17923,18887,48.69057321
MS,Alcorn ,2019,0,36953,18003,18950,48.7186426
MS,Amite ,2015,0,12553,6067,6486,48.33107624
MS,Amite ,2016,0,12433,6038,6395,48.56430467
MS,Amite ,2017,0,12448,6028,6420,48.42544987
MS,Amite ,2018,0,12327,5970,6357,48.43027501
MS,Amite ,2019,0,12297,5934,6363,48.25567212
MS,Attala ,2015,0,18665,8832,9833,47.31851058
MS,Attala ,2016,0,18551,8762,9789,47.23195515
MS,Attala ,2017,0,18467,8695,9772,47.08398765
MS,Attala ,2018,0,18328,8661,9667,47.25556526
MS,Attala ,2019,0,18174,8590,9584,47.26532409
MS,Benton ,2015,0,8155,4059,4096,49.77314531
MS,Benton ,2016,0,8247,4064,4183,49.27852552
MS,Benton ,2017,0,8255,4064,4191,49.23076923
MS,Benton ,2018,0,8243,4084,4159,49.54506854
MS,Benton ,2019,0,8259,4079,4180,49.38854583
MS,Bolivar ,2015,0,33230,15589,17641,46.91242853
MS,Bolivar ,2016,0,32549,15220,17329,46.76026913
MS,Bolivar ,2017,0,31718,14751,16967,46.50671543
MS,Bolivar ,2018,0,31115,14505,16610,46.61738711
MS,Bolivar ,2019,0,30628,14261,16367,46.56196944
MS,Calhoun ,2015,0,14639,6988,7651,47.73550106
MS,Calhoun ,2016,0,14553,6966,7587,47.86641929
MS,Calhoun ,2017,0,14508,6979,7529,48.10449407
MS,Calhoun ,2018,0,14432,6930,7502,48.01829268
MS,Calhoun ,2019,0,14361,6902,7459,48.06072001
MS,Carroll ,2015,0,10203,5142,5061,50.39694208
MS,Carroll ,2016,0,10186,5123,5063,50.29452189
MS,Carroll ,2017,0,10094,5091,5003,50.43590252
MS,Carroll ,2018,0,9920,5006,4914,50.46370968
MS,Carroll ,2019,0,9947,5005,4942,50.3166784
MS,Chickasaw ,2015,0,17395,8479,8916,48.74389192
MS,Chickasaw ,2016,0,17224,8400,8824,48.76915931
MS,Chickasaw ,2017,0,17144,8420,8724,49.11339244
MS,Chickasaw ,2018,0,17100,8408,8692,49.16959064
MS,Chickasaw ,2019,0,17103,8446,8657,49.38314916
MS,Choctaw ,2015,0,8372,4092,4280,48.87720975
MS,Choctaw ,2016,0,8299,4081,4218,49.17459935
MS,Choctaw ,2017,0,8240,4038,4202,49.00485437
MS,Choctaw ,2018,0,8265,4040,4225,48.88082275
MS,Choctaw ,2019,0,8210,4009,4201,48.83069428
MS,Claiborne ,2015,0,9209,4345,4864,47.18210446
MS,Claiborne ,2016,0,9152,4338,4814,47.39947552
MS,Claiborne ,2017,0,9026,4258,4768,47.17482827
MS,Claiborne ,2018,0,9072,4288,4784,47.26631393
MS,Claiborne ,2019,0,8988,4251,4737,47.29639519
MS,Clarke ,2015,0,16022,7620,8402,47.55960554
MS,Clarke ,2016,0,15896,7521,8375,47.31378963
MS,Clarke ,2017,0,15805,7466,8339,47.23821575
MS,Clarke ,2018,0,15585,7333,8252,47.05165223
MS,Clarke ,2019,0,15541,7297,8244,46.95322051
MS,Clay ,2015,0,20005,9417,10588,47.07323169
MS,Clay ,2016,0,19854,9367,10487,47.17940969
MS,Clay ,2017,0,19621,9185,10436,46.81208909
MS,Clay ,2018,0,19404,9095,10309,46.87177901
MS,Clay ,2019,0,19316,9041,10275,46.80575689
MS,Coahoma ,2015,0,24500,11297,13203,46.11020408
MS,Coahoma ,2016,0,23834,10995,12839,46.13157674
MS,Coahoma ,2017,0,23214,10720,12494,46.1790299
MS,Coahoma ,2018,0,22605,10443,12162,46.19774386
MS,Coahoma ,2019,0,22124,10254,11870,46.34785753
MS,Copiah ,2015,0,28865,13865,15000,48.03395115
MS,Copiah ,2016,0,28647,13740,14907,47.9631375
MS,Copiah ,2017,0,28528,13719,14809,48.08959619
MS,Copiah ,2018,0,28400,13676,14724,48.15492958
MS,Copiah ,2019,0,28065,13466,14599,47.98147158
MS,Covington ,2015,0,19243,9401,9842,48.85412877
MS,Covington ,2016,0,19174,9336,9838,48.69093564
MS,Covington ,2017,0,19014,9235,9779,48.56947512
MS,Covington ,2018,0,18825,9179,9646,48.75962815
MS,Covington ,2019,0,18636,9094,9542,48.79802533
MS,DeSoto ,2015,0,173271,83788,89483,48.35662055
MS,DeSoto ,2016,0,175721,84843,90878,48.28278919
MS,DeSoto ,2017,0,179005,86419,92586,48.27742242
MS,DeSoto ,2018,0,181932,87661,94271,48.1833872
MS,DeSoto ,2019,0,184945,88910,96035,48.07375166
MS,Forrest ,2015,0,75593,35975,39618,47.59038535
MS,Forrest ,2016,0,75564,35897,39667,47.50542586
MS,Forrest ,2017,0,75155,35764,39391,47.58698689
MS,Forrest ,2018,0,74912,35540,39372,47.44233234
MS,Forrest ,2019,0,74897,35322,39575,47.16076745
MS,Franklin ,2015,0,7729,3776,3953,48.85496183
MS,Franklin ,2016,0,7709,3769,3940,48.89090673
MS,Franklin ,2017,0,7754,3795,3959,48.9424813
MS,Franklin ,2018,0,7758,3814,3944,49.16215519
MS,Franklin ,2019,0,7713,3786,3927,49.08595877
MS,George ,2015,0,23378,11824,11554,50.57746599
MS,George ,2016,0,23645,11973,11672,50.6364982
MS,George ,2017,0,23951,12115,11836,50.58243915
MS,George ,2018,0,24110,12161,11949,50.4396516
MS,George ,2019,0,24500,12382,12118,50.53877551
MS,Greene ,2015,0,13549,7753,5796,57.2219352
MS,Greene ,2016,0,13566,7782,5784,57.36399823
MS,Greene ,2017,0,13529,7829,5700,57.86828295
MS,Greene ,2018,0,13996,8242,5754,58.88825379
MS,Greene ,2019,0,13586,7855,5731,57.81687031
MS,Grenada ,2015,0,21444,10218,11226,47.64969222
MS,Grenada ,2016,0,21219,10105,11114,47.62241387
MS,Grenada ,2017,0,21037,10007,11030,47.56856966
MS,Grenada ,2018,0,20984,9967,11017,47.49809379
MS,Grenada ,2019,0,20758,9863,10895,47.51421139
MS,Hancock ,2015,0,46305,22777,23528,49.18907245
MS,Hancock ,2016,0,46643,22925,23718,49.14992603
MS,Hancock ,2017,0,46949,23010,23939,49.01062855
MS,Hancock ,2018,0,47278,23128,24150,48.91915902
MS,Hancock ,2019,0,47632,23239,24393,48.78862949
MS,Harrison ,2015,0,200674,98958,101716,49.31281581
MS,Harrison ,2016,0,202504,99607,102897,49.18767037
MS,Harrison ,2017,0,204966,100708,104258,49.13400271
MS,Harrison ,2018,0,206284,101011,105273,48.96695817
MS,Harrison ,2019,0,208080,101683,106397,48.86726259
MS,Hinds ,2015,0,244216,114270,129946,46.79054607
MS,Hinds ,2016,0,242176,113093,129083,46.69868195
MS,Hinds ,2017,0,239929,111979,127950,46.67172372
MS,Hinds ,2018,0,235824,110097,125727,46.68608793
MS,Hinds ,2019,0,231840,108268,123572,46.6994479
MS,Holmes ,2015,0,18367,8745,9622,47.61256602
MS,Holmes ,2016,0,18017,8591,9426,47.68274408
MS,Holmes ,2017,0,17849,8547,9302,47.88503558
MS,Holmes ,2018,0,17444,8300,9144,47.58083008
MS,Holmes ,2019,0,17010,8090,8920,47.56025867
MS,Humphreys ,2015,0,8705,4105,4600,47.15680643
MS,Humphreys ,2016,0,8588,4047,4541,47.12389381
MS,Humphreys ,2017,0,8333,3939,4394,47.2698908
MS,Humphreys ,2018,0,8256,3888,4368,47.09302326
MS,Humphreys ,2019,0,8064,3803,4261,47.16021825
MS,Issaquena ,2015,0,1337,774,563,57.8908003
MS,Issaquena ,2016,0,1326,780,546,58.82352941
MS,Issaquena ,2017,0,1341,779,562,58.09097688
MS,Issaquena ,2018,0,1307,773,534,59.14307575
MS,Issaquena ,2019,0,1327,794,533,59.83421251
MS,Itawamba ,2015,0,23543,11565,11978,49.12288154
MS,Itawamba ,2016,0,23416,11562,11854,49.3764947
MS,Itawamba ,2017,0,23499,11589,11910,49.31699221
MS,Itawamba ,2018,0,23461,11589,11872,49.3968714
MS,Itawamba ,2019,0,23390,11574,11816,49.48268491
MS,Jackson ,2015,0,141354,69516,71838,49.17865784
MS,Jackson ,2016,0,141535,69683,71852,49.23375843
MS,Jackson ,2017,0,142246,70001,72245,49.21122562
MS,Jackson ,2018,0,143127,70358,72769,49.15774103
MS,Jackson ,2019,0,143617,70467,73150,49.06591838
MS,Jasper ,2015,0,16554,8027,8527,48.48979099
MS,Jasper ,2016,0,16588,8043,8545,48.48685797
MS,Jasper ,2017,0,16574,8053,8521,48.58815011
MS,Jasper ,2018,0,16425,7969,8456,48.51750381
MS,Jasper ,2019,0,16383,7924,8459,48.36720991
MS,Jefferson ,2015,0,7503,3706,3797,49.3935759
MS,Jefferson ,2016,0,7312,3587,3725,49.05634573
MS,Jefferson ,2017,0,7227,3547,3680,49.07983949
MS,Jefferson ,2018,0,7093,3487,3606,49.16114479
MS,Jefferson ,2019,0,6990,3436,3554,49.15593705
MS,Jefferson Davis ,2015,0,11632,5534,6098,47.57565337
MS,Jefferson Davis ,2016,0,11436,5450,5986,47.65652326
MS,Jefferson Davis ,2017,0,11284,5359,5925,47.4920241
MS,Jefferson Davis ,2018,0,11215,5317,5898,47.40971913
MS,Jefferson Davis ,2019,0,11128,5258,5870,47.25017973
MS,Jones ,2015,0,68629,33328,35301,48.56256102
MS,Jones ,2016,0,68473,33302,35171,48.63522848
MS,Jones ,2017,0,68364,33195,35169,48.55625768
MS,Jones ,2018,0,68196,33117,35079,48.56149921
MS,Jones ,2019,0,68098,33059,35039,48.54621281
MS,Kemper ,2015,0,10111,5053,5058,49.97527445
MS,Kemper ,2016,0,10035,4994,5041,49.76581963
MS,Kemper ,2017,0,10093,5023,5070,49.76716536
MS,Kemper ,2018,0,9733,4822,4911,49.54279256
MS,Kemper ,2019,0,9742,4889,4853,50.18476699
MS,Lafayette ,2015,0,52736,25720,27016,48.77123786
MS,Lafayette ,2016,0,53476,26088,27388,48.78450146
MS,Lafayette ,2017,0,54178,26334,27844,48.60644542
MS,Lafayette ,2018,0,53542,26018,27524,48.59362743
MS,Lafayette ,2019,0,54019,26222,27797,48.5421796
MS,Lamar ,2015,0,60966,29301,31665,48.06121445
MS,Lamar ,2016,0,61364,29513,31851,48.09497425
MS,Lamar ,2017,0,61536,29599,31937,48.10029901
MS,Lamar ,2018,0,62637,30083,32554,48.02752367
MS,Lamar ,2019,0,63343,30387,32956,47.97215162
MS,Lauderdale ,2015,0,78348,37908,40440,48.38413233
MS,Lauderdale ,2016,0,77376,37449,39927,48.39872829
MS,Lauderdale ,2017,0,76309,37065,39244,48.57225229
MS,Lauderdale ,2018,0,75238,36487,38751,48.49544113
MS,Lauderdale ,2019,0,74125,35903,38222,48.43575042
MS,Lawrence ,2015,0,12691,6206,6485,48.90079584
MS,Lawrence ,2016,0,12812,6242,6570,48.71995005
MS,Lawrence ,2017,0,12629,6106,6523,48.34903793
MS,Lawrence ,2018,0,12448,6022,6426,48.37724936
MS,Lawrence ,2019,0,12586,6101,6485,48.47449547
MS,Leake ,2015,0,22777,11725,11052,51.47736752
MS,Leake ,2016,0,22789,11727,11062,51.45903725
MS,Leake ,2017,0,22819,11812,11007,51.76388098
MS,Leake ,2018,0,22791,11735,11056,51.4896231
MS,Leake ,2019,0,22786,11755,11031,51.58869481
MS,Lee ,2015,0,84740,40708,44032,48.03870663
MS,Lee ,2016,0,84837,40718,44119,47.99556797
MS,Lee ,2017,0,85071,40718,44353,47.86354927
MS,Lee ,2018,0,85276,40710,44566,47.73910596
MS,Lee ,2019,0,85436,40792,44644,47.74568098
MS,Leflore ,2015,0,30241,14129,16112,46.72133858
MS,Leflore ,2016,0,29779,13929,15850,46.77457269
MS,Leflore ,2017,0,29292,13686,15606,46.72265465
MS,Leflore ,2018,0,28616,13332,15284,46.58932066
MS,Leflore ,2019,0,28183,13117,15066,46.54224178
MS,Lincoln ,2015,0,34522,16506,18016,47.81298882
MS,Lincoln ,2016,0,34375,16418,17957,47.76145455
MS,Lincoln ,2017,0,34340,16385,17955,47.71403611
MS,Lincoln ,2018,0,34210,16362,17848,47.82812043
MS,Lincoln ,2019,0,34153,16313,17840,47.76447164
MS,Lowndes ,2015,0,59697,28507,31190,47.7528184
MS,Lowndes ,2016,0,59549,28420,31129,47.72540261
MS,Lowndes ,2017,0,59147,28199,30948,47.67612897
MS,Lowndes ,2018,0,58760,28034,30726,47.70932607
MS,Lowndes ,2019,0,58595,27911,30684,47.63375715
MS,Madison ,2015,0,102453,49054,53399,47.87951549
MS,Madison ,2016,0,103852,49710,54142,47.8661942
MS,Madison ,2017,0,104584,50097,54487,47.9012086
MS,Madison ,2018,0,105648,50605,55043,47.89962896
MS,Madison ,2019,0,106272,50767,55505,47.77081451
MS,Marion ,2015,0,25412,12255,13157,48.22524791
MS,Marion ,2016,0,25106,12139,12967,48.35099179
MS,Marion ,2017,0,25108,12161,12947,48.43476183
MS,Marion ,2018,0,24752,11967,12785,48.34760827
MS,Marion ,2019,0,24573,11937,12636,48.57770724
MS,Marshall ,2015,0,35891,17753,18138,49.46365384
MS,Marshall ,2016,0,35785,17727,18058,49.53751572
MS,Marshall ,2017,0,35590,17666,17924,49.63753863
MS,Marshall ,2018,0,35436,17577,17859,49.60209956
MS,Marshall ,2019,0,35294,17466,17828,49.48716496
MS,Monroe ,2015,0,35823,17077,18746,47.67049103
MS,Monroe ,2016,0,35897,17130,18767,47.71986517
MS,Monroe ,2017,0,35851,17112,18739,47.73088617
MS,Monroe ,2018,0,35543,16933,18610,47.64088569
MS,Monroe ,2019,0,35252,16780,18472,47.60013616
MS,Montgomery ,2015,0,10195,4860,5335,47.67042668
MS,Montgomery ,2016,0,10235,4868,5367,47.56228627
MS,Montgomery ,2017,0,10143,4819,5324,47.51059844
MS,Montgomery ,2018,0,9994,4765,5229,47.67860716
MS,Montgomery ,2019,0,9775,4699,5076,48.07161125
MS,Neshoba ,2015,0,29481,14055,15426,47.67477358
MS,Neshoba ,2016,0,29473,14055,15418,47.68771418
MS,Neshoba ,2017,0,29435,14028,15407,47.65755054
MS,Neshoba ,2018,0,29151,13893,15258,47.65874241
MS,Neshoba ,2019,0,29118,13895,15223,47.7196236
MS,Newton ,2015,0,21569,10317,11252,47.83253744
MS,Newton ,2016,0,21461,10290,11171,47.94743954
MS,Newton ,2017,0,21396,10252,11144,47.91549822
MS,Newton ,2018,0,21355,10213,11142,47.82486537
MS,Newton ,2019,0,21018,10059,10959,47.85897802
MS,Noxubee ,2015,0,10942,5190,5752,47.43191373
MS,Noxubee ,2016,0,10879,5143,5736,47.27456568
MS,Noxubee ,2017,0,10711,5062,5649,47.25982635
MS,Noxubee ,2018,0,10550,4965,5585,47.06161137
MS,Noxubee ,2019,0,10417,4916,5501,47.19208985
MS,Oktibbeha ,2015,0,49510,24813,24697,50.11714805
MS,Oktibbeha ,2016,0,49534,24831,24703,50.12920418
MS,Oktibbeha ,2017,0,49678,24850,24828,50.0221426
MS,Oktibbeha ,2018,0,49249,24593,24656,49.93603931
MS,Oktibbeha ,2019,0,49587,24750,24837,49.91227539
MS,Panola ,2015,0,34202,16474,17728,48.16677387
MS,Panola ,2016,0,34241,16542,17699,48.31050495
MS,Panola ,2017,0,34158,16461,17697,48.19076058
MS,Panola ,2018,0,34156,16407,17749,48.03548425
MS,Panola ,2019,0,34192,16373,17819,47.88547029
MS,Pearl River ,2015,0,54944,27128,27816,49.37390798
MS,Pearl River ,2016,0,55037,27152,27885,49.33408434
MS,Pearl River ,2017,0,55255,27245,28010,49.30775495
MS,Pearl River ,2018,0,55323,27214,28109,49.191114
MS,Pearl River ,2019,0,55535,27314,28221,49.18339786
MS,Perry ,2015,0,12071,5928,6143,49.10943584
MS,Perry ,2016,0,12056,5939,6117,49.26177837
MS,Perry ,2017,0,12014,5892,6122,49.04278342
MS,Perry ,2018,0,11918,5841,6077,49.00990099
MS,Perry ,2019,0,11973,5858,6115,48.92675186
MS,Pike ,2015,0,39890,18900,20990,47.38029581
MS,Pike ,2016,0,39592,18745,20847,47.34542332
MS,Pike ,2017,0,39510,18671,20839,47.25639079
MS,Pike ,2018,0,39380,18606,20774,47.24733367
MS,Pike ,2019,0,39288,18571,20717,47.26888617
MS,Pontotoc ,2015,0,30857,15215,15642,49.30809865
MS,Pontotoc ,2016,0,31470,15441,16029,49.06577693
MS,Pontotoc ,2017,0,31709,15505,16204,48.89778927
MS,Pontotoc ,2018,0,31881,15567,16314,48.82845582
MS,Pontotoc ,2019,0,32174,15735,16439,48.9059489
MS,Prentiss ,2015,0,25440,12470,12970,49.0172956
MS,Prentiss ,2016,0,25405,12439,12966,48.9628026
MS,Prentiss ,2017,0,25215,12373,12842,49.06999802
MS,Prentiss ,2018,0,25088,12311,12777,49.07126913
MS,Prentiss ,2019,0,25126,12331,12795,49.07665367
MS,Quitman ,2015,0,7511,3559,3952,47.38383704
MS,Quitman ,2016,0,7368,3478,3890,47.20412595
MS,Quitman ,2017,0,7208,3372,3836,46.78135405
MS,Quitman ,2018,0,7055,3283,3772,46.53437279
MS,Quitman ,2019,0,6792,3153,3639,46.42226148
MS,Rankin ,2015,0,149447,72148,77299,48.27664657
MS,Rankin ,2016,0,151514,73105,78409,48.2496667
MS,Rankin ,2017,0,152904,73805,79099,48.26884843
MS,Rankin ,2018,0,154250,74297,79953,48.16661264
MS,Rankin ,2019,0,155271,74718,80553,48.12102711
MS,Scott ,2015,0,28432,13888,14544,48.84637029
MS,Scott ,2016,0,28351,13833,14518,48.79192974
MS,Scott ,2017,0,28436,13850,14586,48.7058658
MS,Scott ,2018,0,28319,13907,14412,49.10837247
MS,Scott ,2019,0,28124,13813,14311,49.11463519
MS,Sharkey ,2015,0,4563,2123,2440,46.52640806
MS,Sharkey ,2016,0,4513,2130,2383,47.19698648
MS,Sharkey ,2017,0,4415,2109,2306,47.76896942
MS,Sharkey ,2018,0,4375,2089,2286,47.74857143
MS,Sharkey ,2019,0,4321,2065,2256,47.78986346
MS,Simpson ,2015,0,27169,13198,13971,48.5774228
MS,Simpson ,2016,0,26992,13113,13879,48.58106106
MS,Simpson ,2017,0,26905,13006,13899,48.34045716
MS,Simpson ,2018,0,26717,12923,13794,48.36995172
MS,Simpson ,2019,0,26658,12893,13765,48.36446845
MS,Smith ,2015,0,16079,7745,8334,48.16841843
MS,Smith ,2016,0,15949,7696,8253,48.25380902
MS,Smith ,2017,0,16073,7748,8325,48.20506439
MS,Smith ,2018,0,16029,7714,8315,48.12527294
